EX_glc__D_e_i,EX_ala__L_e_i,EX_arg__L_e_i,EX_asn__L_e_i,EX_asp__L_e_i,EX_glu__L_e_i,EX_gln__L_e_i,EX_gly_e_i,EX_his__L_e_i,EX_ile__L_e_i,EX_leu__L_e_i,EX_lys__L_e_i,EX_met__L_e_i,EX_phe__L_e_i,EX_pro__L_e_i,EX_ser__L_e_i,EX_thr__L_e_i,EX_trp__L_e_i,EX_tyr__L_e_i,EX_val__L_e_i,EX_thm_e_i,EX_pydxn_e_i,EX_cys__L_e_i,EX_cl_e_i,EX_nh4_e_i,EX_so4_e_i,EX_pi_e_i,EX_k_e_i,EX_na1_e_i,EX_mg2_e_i,EX_ca2_e_i,EX_fe2_e_i,EX_zn2_e_i,EX_cu2_e_i,EX_mobd_e_i,EX_cit_e_i,EX_tsul_e_i,GR_AVG
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.2,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.7448045449999999
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,2.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.7997678044545453
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.0,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6899540431666668
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.002,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.66543520575
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.02,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6681896049999999
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,2.0,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6923641094166667
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.0,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6137678756666666
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.002,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6469294699166667
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.2,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.63508461575
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,2.0,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6118071716666666
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.0,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.614886726
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.002,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.617563138
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.02,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6444692141666667
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,2.0,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6470337805
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.0,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6176476496666666
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.001,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6158562943333333
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.1,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6283828670833334
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,1.0,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6507299957272727
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.002,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6280076540833334
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.02,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6384852478333333
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.2,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.83727134125
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,2.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.5859074506363636
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,0.25,200.0,110.500001,126.35,72.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6122616235
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,0.27,200.0,110.500001,126.35,72.52,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6442586726666667
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,0.45000000000000007,200.0,110.500001,126.35,72.7,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6278946411666667
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,20.25,200.0,110.500001,126.35,92.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.5902934864166667
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.24,200.0,110.500001,126.35,74.5,169.3602,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.624242412
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.3400000000000003,200.0,110.500001,126.35,74.5,169.4602,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6335408754166667
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,3.24,200.0,110.500001,126.35,74.5,170.3602,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6486268610833333
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,12.24,200.0,110.500001,126.35,74.5,179.3602,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.61666773425
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,100.500201,126.35,74.5,169.37019999999998,0.0002,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.0
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,100.510001,126.35,74.5,169.37019999999998,0.01,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.5720062938181818
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,100.60000099999999,126.35,74.5,169.37019999999998,0.1,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.5453135425
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,101.500001,126.35,74.5,169.37019999999998,1.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6056777534166667
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.2699999999999996,200.0,110.500001,126.35,74.5,169.37019999999998,10.01,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6071227525
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.4499999999999997,200.0,110.500001,126.35,74.5,169.37019999999998,10.1,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6345475035833333
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,4.25,200.0,110.500001,126.35,74.5,169.37019999999998,11.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6312035420833334
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,22.25,200.0,110.500001,126.35,74.5,169.37019999999998,20.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6561153413333334
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.05,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.5,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6307423835
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.0519999999999996,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.501,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6321474228181818
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.07,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.51,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6339031229166666
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,4.05,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,1.5,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6194100030833333
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.000001,126.35,74.5,169.37019999999998,10.0,0.1,0.0,0.0,1e-06,0.0001,0.02,0.05,0.5956837855833333
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.000501,126.35,74.5,169.37019999999998,10.0,0.1005,0.0,0.0,1e-06,0.0001,0.02,0.05,0.5860255855833333
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.005001,126.35,74.5,169.37019999999998,10.0,0.10500000000000001,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6001809240833333
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.050001,126.35,74.5,169.37019999999998,10.0,0.15000000000000002,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6522866970833333
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.31019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.0,0.05,0.6111524170833333
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.31619999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.002,0.05,0.6316813892500001
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.91019999999997,10.0,0.6,0.0,0.0,1e-06,0.0001,0.2,0.05,0.6287583346666666
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,175.31019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,2.0,0.05,0.6412095258333333
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.2702,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.0,0.6231584029166667
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,170.2702,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.5,0.623658104090909
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,179.2702,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,5.0,0.625766496
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,269.2702,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,50.0,0.5077145036666667
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500051,126.35,74.5,169.37019999999998,10.0,0.6,5e-05,0.0,1e-06,0.0001,0.02,0.05,0.6209169235
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500501,126.35,74.5,169.37019999999998,10.0,0.6,0.0005,0.0,1e-06,0.0001,0.02,0.05,0.61202875475
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.505001,126.35,74.5,169.37019999999998,10.0,0.6,0.005,0.0,1e-06,0.0001,0.02,0.05,0.6296702089166667
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.550001,126.35,74.5,169.37019999999998,10.0,0.6,0.05,0.0,1e-06,0.0001,0.02,0.05,0.5928020301666667
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.5,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,0.0,0.0001,0.02,0.05,0.6432430025833333
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.50001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-05,0.0001,0.02,0.05,0.6612011467272727
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.5001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,0.0001,0.0001,0.02,0.05,0.6521213094166667
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.501,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,0.001,0.0001,0.02,0.05,0.6452813769090909
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.36999999999998,10.0,0.6,0.0,0.0,1e-06,0.0,0.02,0.05,0.6124320924166666
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37199999999999,10.0,0.6,0.0,0.0,1e-06,0.001,0.02,0.05,0.625862587090909
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.39,10.0,0.6,0.0,0.0,1e-06,0.01,0.02,0.05,0.6190728105
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.56999999999996,10.0,0.6,0.0,0.0,1e-06,0.1,0.02,0.05,0.6144095855454546
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500011,126.35,74.5,169.37019999999998,10.0,0.6,0.0,1e-05,1e-06,0.0001,0.02,0.05,0.6420453328333333
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500101,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0001,1e-06,0.0001,0.02,0.05,0.6304469779166667
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.501001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.001,1e-06,0.0001,0.02,0.05,0.6254497295
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.510001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.01,1e-06,0.0001,0.02,0.05,0.6298550826666667
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.0,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6064496975833333
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.0001,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.630917184
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.001,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6073347927272728
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.01,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6194762851666666
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.0,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6134568433636364
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.0002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.635909045
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.02,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6301748161818183
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.2,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6376616444166666
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,53.3615,11.304818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,0.0
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,84.05,72.681818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.1554872826666667
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.1639535247071429
