EX_glc__D_e_i,EX_ala__L_e_i,EX_arg__L_e_i,EX_asn__L_e_i,EX_asp__L_e_i,EX_glu__L_e_i,EX_gln__L_e_i,EX_gly_e_i,EX_his__L_e_i,EX_ile__L_e_i,EX_leu__L_e_i,EX_lys__L_e_i,EX_met__L_e_i,EX_phe__L_e_i,EX_pro__L_e_i,EX_ser__L_e_i,EX_thr__L_e_i,EX_trp__L_e_i,EX_tyr__L_e_i,EX_val__L_e_i,EX_thm_e_i,EX_pydxn_e_i,EX_cys__L_e_i,EX_cl_e_i,EX_nh4_e_i,EX_so4_e_i,EX_pi_e_i,EX_k_e_i,EX_na1_e_i,EX_mg2_e_i,EX_ca2_e_i,EX_fe2_e_i,EX_zn2_e_i,EX_cu2_e_i,EX_mobd_e_i,EX_cit_e_i,EX_tsul_e_i,GR_AVG
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,145.55,195.681818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.1545786726666667
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,176.3,257.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.1361460137500001
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,103.8385,123.220318182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.1900218636666666
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,125.8,145.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.1278192153636364
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,142.3,161.681818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.1651977998333334
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,180.8,200.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.2259603428333332
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,72.5,134.181818182,1.147272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.2186725630833333
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,93.65,134.181818182,43.447272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.172880943
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,135.95,134.181818182,128.047272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.1551827229166667
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,157.1,134.181818182,170.34727272699996,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.15045075675
0.02,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,0.9378714904545454
0.22,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.228649747909091
20.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.0960564225
200.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.108724711
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,1.03,0.11146363600999999,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.21266093
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,1.23,0.21146363601,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.1103507111666666
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,21.0,10.096463636010002,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.2181064883636363
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,201.0,100.09646363600999,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.0987826464166666
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,0.509090909,2.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.1855906619166667
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,0.609090909,2.1,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.1516557584166667
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,10.509090909000003,12.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.18908456775
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,100.50909090900001,102.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.1987777486666666
2.0,0.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.16974419625
2.0,0.001652893,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.216761051
2.0,0.2,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.2195277471666666
2.0,2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.0764176184166667
2.0,0.018181818,0.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.09035334675
2.0,0.018181818,0.001652893,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.0944332460833335
2.0,0.018181818,0.2,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.17935168725
2.0,0.018181818,2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.1394942486363637
2.0,0.018181818,0.018181818,0.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.15313328225
2.0,0.018181818,0.018181818,0.001652893,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.268139309
2.0,0.018181818,0.018181818,0.2,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.106553403818182
2.0,0.018181818,0.018181818,2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.1517370629166666
2.0,0.018181818,0.018181818,0.018181818,0.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.0277985865
2.0,0.018181818,0.018181818,0.018181818,0.001652893,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.10247253825
2.0,0.018181818,0.018181818,0.018181818,0.2,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.4219905080000002
2.0,0.018181818,0.018181818,0.018181818,2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.3865548336666667
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.0,1.4727272729999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.2079686805833332
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.003305786,1.4760330590000001,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.1440140262727274
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.4,1.8727272729999997,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.0702035716666667
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,4.0,5.472727273,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,0.8413551036666665
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.2182614045833333
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.001652893,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.2083848795833332
2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.2,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.0728649611666667
2.0,0.018181818,0.018181818,0.018181818,0.018181818,2.0,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.009090909,0.018181818,0.000909091,0.001818182,0.036363636,1.5090909089999998,3.0,1.0964636360099997,114.8,134.181818182,85.747272727,0.181818182,0.014090908999999999,0.000454545,9.09091e-05,9.09091e-06,0.000909091,0.018181818,0.5,1.0977307112499999
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,53.3615,11.322999999999999,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,0.0
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,84.05,72.7,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2618824446666668
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,145.55,195.7,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2233203895
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,176.3,257.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.0609561421666667
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,72.5,134.2,1.162,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.0996628195
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,93.65,134.2,43.462,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.200607443
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,135.95,134.2,128.062,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.122114423818182
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,157.1,134.2,170.362,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1056357438181819
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,114.8,134.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.0029752733333333
0.22,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,114.8,134.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1245780499166667
20.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,114.8,134.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1516916716666667
200.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,114.8,134.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.060758165
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,1.03,0.12061000000000001,114.8,134.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1200559334545455
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,1.23,0.22061000000000003,114.8,134.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.0798560223333333
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,21.0,10.10561,114.8,134.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1987428476666666
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,201.0,100.10561,114.8,134.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.095488348090909
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,0.56,2.0,1.10561,114.8,134.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1262024515
